window,short_perp_threshold,sharpe,calmar,annual_return,mdd
10.0,2.0,11.91,30.0,0.12,0.004
5.0,1.6,11.68,15.71,0.11,0.007
10.0,1.6,11.53,18.33,0.11,0.006
10.0,1.8,11.53,18.33,0.11,0.006
5.0,1.4000000000000001,11.29,9.23,0.12,0.013
10.0,1.4000000000000001,10.93,9.17,0.11,0.012
10.0,1.2000000000000002,10.56,5.79,0.11,0.019
5.0,1.2000000000000002,9.58,5.0,0.11,0.022
10.0,1.0,9.24,3.93,0.11,0.028
10.0,0.8,7.53,2.0,0.1,0.05
