datetime,funding_rate,funding_ma,funding_sd,funding_z,perp_pos,spot_pos,trade_perp,trade_spot,trade,transaction_cost,pnl,cumu,dd,,
2020/4/12 08:00,0.00010,8.03E-05,3.47E-05,0.56937757,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/12 16:00,0.00010,8.03E-05,3.47E-05,0.56937757,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/13 00:00,0.00010,8.77E-05,2.91E-05,0.421441386,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/13 08:00,-0.00002,7.95E-05,4.36E-05,-2.171102814,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/13 16:00,-0.00033,4.57E-05,0.000136255,-2.743781211,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/14 00:00,-0.00029,6.35E-06,0.000171091,-1.750308551,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/14 08:00,-0.00028,-3.19E-05,0.00018954,-1.320686895,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/14 16:00,-0.00026,-6.74E-05,0.000195296,-0.962467407,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/15 00:00,-0.00038,-0.000115848,0.000208775,-1.286512336,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/15 08:00,-0.00053,-0.000178908,0.000230446,-1.52613766,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/15 16:00,-0.00049,-0.000237911,0.000226603,-1.112601286,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/16 00:00,-0.00044,-0.000292199,0.000200138,-0.752884825,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/16 08:00,-0.00055,-0.00035765,0.000160778,-1.224420699,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/16 16:00,-0.00095,-0.000451039,0.000204918,-2.430389484,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/17 00:00,-0.00071,-0.000489123,0.000214706,-1.024225389,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/17 08:00,-0.00033,-0.000492614,0.000211423,0.778504901,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/17 16:00,-0.00015,-0.000479336,0.000229503,1.437565797,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/18 00:00,-0.00007,-0.000460421,0.000256249,1.538351435,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/18 08:00,-0.00009,-0.000431027,0.000281543,1.209500842,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/18 16:00,-0.00019,-0.000396882,0.000288739,0.719445944,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/19 00:00,-0.00028,-0.000375656,0.000288932,0.338785251,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/19 08:00,-0.00035,-0.0003667,0.000288004,0.046457755,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/19 16:00,-0.00026,-0.000337095,0.0002817,0.279144616,0,0,0,0,0,0,0.00000,-0.00247441,0.00247441,,
2020/4/20 00:00,0.00000,-0.000241732,0.000201513,1.22221457,-1,1,1,1,2,0.00155,-0.00155,-0.00402441,0.00402441,,
2020/4/20 08:00,-0.00001,-0.000172272,0.000129323,1.220529608,0,0,1,1,2,0.00155,-0.00156,-0.00558884,0.00558884,-0.00558884 ,
2020/4/20 16:00,-0.00001,-0.000140051,0.000126311,1.062785596,0,0,0,0,0,0,0.00000,-0.00558884,0.00558884,,
2020/4/21 00:00,0.00004,-0.00012152,0.000137851,1.141956871,-1,1,1,1,2,0.00155,-0.00155,-0.00713884,0.00713884,-0.00713884,
2020/4/21 08:00,0.00004,-0.000111178,0.000146094,1.015634892,-1,1,0,0,0,0,0.00004,-0.00710164,0.00710164,,
2020/4/21 16:00,0.00006,-9.66E-05,0.000155415,0.979863379,-1,1,0,0,0,0,0.00006,-0.00704591,0.00704591,,
2020/4/22 00:00,0.00010,-6.76E-05,0.000162987,1.028549432,-1,1,0,0,0,0,0.00010,-0.00694591,0.00694591,,
2020/4/22 08:00,0.00010,-2.99E-05,0.000152301,0.85267432,-1,1,0,0,0,0,0.00010,-0.00684591,0.00684591,,
2020/4/22 16:00,-0.00001,4.63E-06,0.000101488,-0.128202166,0,0,1,1,2,0.00155,-0.00156,-0.00840429,0.00840429,,
2020/4/23 00:00,-0.00026,4.51E-06,0.00010184,-2.594165797,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/23 08:00,-0.00034,-3.00E-05,0.000149148,-2.079312334,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/23 16:00,-0.00029,-5.79E-05,0.000170634,-1.385545172,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/24 00:00,-0.00019,-7.63E-05,0.000174259,-0.650432488,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/24 08:00,0.00010,-6.99E-05,0.000179933,0.944383574,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/24 16:00,0.00010,-6.36E-05,0.000185109,0.884051876,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/25 00:00,0.00010,-5.92E-05,0.000188774,0.843435778,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/25 08:00,0.00010,-5.92E-05,0.000188774,0.843435778,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/25 16:00,0.00010,-5.92E-05,0.000188774,0.843435778,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/26 00:00,0.00010,-4.84E-05,0.000195025,0.760830284,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/26 08:00,0.00010,-1.24E-05,0.000184615,0.608903534,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/26 16:00,0.00010,3.16E-05,0.000146306,0.467546561,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/27 00:00,0.00010,7.10E-05,9.16E-05,0.316227766,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/27 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/27 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/28 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/28 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/28 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/29 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/29 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/29 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/30 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/30 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/4/30 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/1 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/1 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/1 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/2 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/2 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/2 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/3 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/3 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/3 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/4 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/4 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/4 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/5 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/5 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/5 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/6 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/6 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/6 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/7 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/7 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/7 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/8 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/8 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/8 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/9 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/9 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/9 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/10 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/10 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/10 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/11 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/11 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/11 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/12 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/12 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/12 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/13 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/13 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/13 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/14 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/14 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/14 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/15 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/15 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/15 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/16 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/16 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/16 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/17 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/17 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/17 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/18 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/18 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/18 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/19 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/19 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/19 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/20 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/20 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/20 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/21 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/21 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/21 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/22 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/22 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/22 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/23 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/23 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/23 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/24 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/24 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/24 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/25 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/25 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/25 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/26 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/26 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/26 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/27 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/27 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/27 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/28 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/28 08:00,0.00008,9.81E-05,6.01E-06,-2.846049894,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/28 16:00,0.00010,9.81E-05,6.01E-06,0.316227766,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/29 00:00,0.00009,9.74E-05,6.15E-06,-0.691906236,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/29 08:00,0.00010,9.74E-05,6.15E-06,0.419824714,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/29 16:00,0.00010,9.74E-05,6.15E-06,0.419824714,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/30 00:00,0.00010,9.74E-05,6.15E-06,0.419824714,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/30 08:00,0.00010,9.74E-05,6.15E-06,0.419824714,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/30 16:00,0.00010,9.74E-05,6.15E-06,0.419824714,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/31 00:00,0.00010,9.74E-05,6.15E-06,0.419824714,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/31 08:00,0.00010,9.74E-05,6.15E-06,0.419824714,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/5/31 16:00,0.00010,9.93E-05,2.16E-06,0.316227766,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/1 00:00,0.00010,9.93E-05,2.16E-06,0.316227766,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/1 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/1 16:00,0.00003,9.31E-05,2.19E-05,-2.846049894,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/2 00:00,0.00010,9.31E-05,2.19E-05,0.316227766,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/2 08:00,0.00010,9.31E-05,2.19E-05,0.316227766,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/2 16:00,0.00010,9.31E-05,2.19E-05,0.316227766,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/3 00:00,0.00010,9.31E-05,2.19E-05,0.316227766,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/3 08:00,0.00010,9.31E-05,2.19E-05,0.316227766,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/3 16:00,0.00010,9.31E-05,2.19E-05,0.316227766,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/4 00:00,0.00010,9.31E-05,2.19E-05,0.316227766,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/4 08:00,0.00010,9.31E-05,2.19E-05,0.316227766,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/4 16:00,0.00010,9.31E-05,2.19E-05,0.316227766,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/5 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/5 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/5 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/6 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/6 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/6 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/7 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/7 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/7 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/8 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/8 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/8 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/9 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/9 08:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/9 16:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
2020/6/10 00:00,0.00010,0.0001,0,,0,0,0,0,0,0,0.00000,-0.00840429,0.00840429,,
